company,ticker,year,revenue_MEUR,csrd_2025,csrd_2027,segment,industry,hq_country,years_esg_data,base_year,external_audit_of_ESG_report,ceo_sust_statem,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,disclosure_of_water_discharges,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool
Topdanmark A/S,TOP,2021,2763.319946,1,0,Large,Finance,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Topdanmark A/S,TOP,2022,1343.486209,1,0,Large,Finance,Denmark,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
SimCorp A/S,SIM,2019,454.531,1,0,Large,Technology,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
SimCorp A/S,SIM,2020,456.0,1,0,Large,Technology,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
SimCorp A/S,SIM,2021,496.274,1,0,Large,Technology,Denmark,4,2019,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
SimCorp A/S,SIM,2022,560.968,1,0,Large,Technology,Denmark,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
Matas A/S,MATAS,2019,493.7751004,1,0,Mid,Consumer Goods and Services,Denmark,4,2019,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
Matas A/S,MATAS,2020,557.3761714,1,0,Mid,Consumer Goods and Services,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Matas A/S,MATAS,2021,581.5528782,1,0,Mid,Consumer Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
Matas A/S,MATAS,2022,603.476209,1,0,Mid,Consumer Goods and Services,Denmark,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Novo Nordisk A/S,NOVO,2019,16334.80589,1,0,Large,Health Care,Denmark,4,2019,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
Novo Nordisk A/S,NOVO,2020,16994.10977,1,0,Large,Health Care,Denmark,4,2019,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
Novo Nordisk A/S,NOVO,2021,18848.72825,1,0,Large,Health Care,Denmark,4,2019,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1
Novo Nordisk A/S,NOVO,2022,23785.53303,1,0,Large,Health Care,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1
ISS A/S,ISS,2021,9553.279786,1,0,Large,Industrial Goods and Services,Denmark,4,2019,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
ISS A/S,ISS,2019,10516.06426,1,0,Large,Industrial Goods and Services,Denmark,4,2019,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
ISS A/S,ISS,2020,9347.121821,1,0,Large,Industrial Goods and Services,Denmark,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1
ISS A/S,ISS,2022,10290.65654,1,0,Large,Industrial Goods and Services,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
NNIT A/S,NNIT,2019,409.47,1,0,Mid,Technology,Denmark,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNIT A/S,NNIT,2020,378.8487282,1,0,Mid,Technology,Denmark,4,2019,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
NNIT A/S,NNIT,2021,385.1405622,1,0,Mid,Technology,Denmark,4,2019,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
NNIT A/S,NNIT,2022,201.6247134,1,0,Mid,Technology,Denmark,4,2019,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Royal UNIBREW A/S,RBREW,2019,1029.782999,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
Royal UNIBREW A/S,RBREW,2020,1011.646586,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
Royal UNIBREW A/S,RBREW,2021,1170.8166,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
Royal UNIBREW A/S,RBREW,2022,1544.034626,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
Tryg A/S,TRYG,2019,2910.441767,1,0,Large,Finance,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Tryg A/S,TRYG,2020,3044.56,1,0,Large,Finance,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Tryg A/S,TRYG,2021,3181.793842,1,0,Large,Finance,Denmark,4,2019,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
Tryg A/S,TRYG,2022,4561.804398,1,0,Large,Finance,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
DFDS A/S,DFDS,2019,2269.92,1,0,Large,Industrial Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0
DFDS A/S,DFDS,2020,1870.281124,1,0,Large,Industrial Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0
DFDS A/S,DFDS,2021,2392.10174,1,0,Large,Industrial Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
DFDS A/S,DFDS,2022,3612.17395,1,0,Large,Industrial Goods and Services,Denmark,4,2019,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2020,138.6211513,0,1,Mid,Finance,Denmark,4,2019,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2021,161.8914324,0,1,Mid,Finance,Denmark,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2022,181.6150736,0,1,Mid,Finance,Denmark,4,2019,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2019,148.9959839,0,1,Mid,Finance,Denmark,4,2019,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Scandinavian Tobacco Group A/S,STG,2019,918.5474382,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
Scandinavian Tobacco Group A/S,STG,2020,1071.753681,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Scandinavian Tobacco Group A/S,STG,2021,1102.10174,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Scandinavian Tobacco Group A/S,STG,2022,1177.757159,1,0,Large,Consumer Goods and Services,Denmark,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
Per Aarsleff Holding A/S,PAAL,2020,1779.827175,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
Per Aarsleff Holding A/S,PAAL,2019,1800.937082,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
Per Aarsleff Holding A/S,PAAL,2021,1967.041633,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Per Aarsleff Holding A/S,PAAL,2022,2435.56,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
Tivoli A/S,TIV,2019,199.1700134,0,1,Large,Other,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Tivoli A/S,TIV,2020,63.94912985,0,1,Large,Other,Denmark,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1
Tivoli A/S,TIV,2021,96.291834,0,1,Large,Other,Denmark,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1
Tivoli A/S,TIV,2022,151.9040591,0,1,Large,Other,Denmark,4,2019,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1
Nordic Waterproofing Holding AB,NWG,2019,297.2767092,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
Demant A/S,DEMANT,2019,2000.803213,1,0,Mid,Health Care,Denmark,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0
Demant A/S,DEMANT,2020,1936.947791,1,0,Mid,Health Care,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0
Demant A/S,DEMANT,2021,2461.579652,1,0,Mid,Health Care,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
Demant A/S,DEMANT,2022,2648.663907,1,0,Mid,Health Care,Denmark,4,2019,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
GreenMobility A/S,GREENM,2022,13.08006724,0,1,Large,Technology,Denmark,1,2022,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Ringkjøbing Landbobank A/S,RILBA,2019,319.3344043,0,1,Large,Finance,Denmark,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
Ringkjøbing Landbobank A/S,RILBA,2020,274.8088353,0,1,Large,Finance,Denmark,4,2019,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
Ringkjøbing Landbobank A/S,RILBA,2021,305.4767068,0,1,Large,Finance,Denmark,4,2019,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
Ringkjøbing Landbobank A/S,RILBA,2022,384.6999533,0,1,Large,Finance,Denmark,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1
Nilfisk Holding A/S,NLFSK,2019,967.0,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Nilfisk Holding A/S,NLFSK,2020,832.9,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0
Nilfisk Holding A/S,NLFSK,2021,994.9,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1
Nilfisk Holding A/S,NLFSK,2022,1069.5,1,0,Mid,Industrial Goods and Services,Denmark,4,2019,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Orphazyme A/S,ORPHA,2019,,0,0,Mid,Health Care,Denmark,2,2019,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Orphazyme A/S,ORPHA,2020,,0,0,Mid,Health Care,Denmark,2,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ambu A/S,AMBU,2019,377.5100402,1,0,Large,Health Care,Denmark,3,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
Ambu A/S,AMBU,2021,537.2155288,1,0,Large,Health Care,Denmark,3,2019,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0
Ambu A/S,AMBU,2022,597.3468177,1,0,Large,Health Care,Denmark,3,2019,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0
Better Collective A/S,BETCO,2019,67.449,0,1,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Better Collective A/S,BETCO,2020,91.186,0,1,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Better Collective A/S,BETCO,2021,177.051,0,1,Large,Consumer Goods and Services,Denmark,4,2019,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Better Collective A/S,BETCO,2022,262.297,0,1,Large,Consumer Goods and Services,Denmark,4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Netcompany Group A/S,NETC,2019,328.4943775,1,0,Large,Technology,Denmark,4,2019,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Netcompany Group A/S,NETC,2020,380.0,1,0,Large,Technology,Denmark,4,2019,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1
Netcompany Group A/S,NETC,2021,486.2076305,1,0,Large,Technology,Denmark,4,2019,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
Netcompany Group A/S,NETC,2022,745.2049409,1,0,Large,Technology,Denmark,4,2019,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
SP Group A/S,SPG,2019,269.4688086,1,0,Mid,Basic Materials,Denmark,4,2019,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0
SP Group A/S,SPG,2020,291.5915663,1,0,Mid,Basic Materials,Denmark,4,2019,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0
SP Group A/S,SPG,2021,332.1109772,1,0,Mid,Basic Materials,Denmark,4,2019,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
SP Group A/S,SPG,2022,357.0084413,1,0,Mid,Basic Materials,Denmark,4,2019,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0
The Drilling Company of 1972 A/S,DRLCO,2019,1091.071429,1,0,Large,Energy and Utilities,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
The Drilling Company of 1972 A/S,DRLCO,2020,978.5714286,0,0,Large,Energy and Utilities,Denmark,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
The Drilling Company of 1972 A/S,DRLCO,2021,1131.25,1,0,Large,Energy and Utilities,Denmark,4,2019,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
The Drilling Company of 1972 A/S,DRLCO,2022,,0,0,Large,Energy and Utilities,Denmark,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTG Nordic Transport Group,NTG,2021,977.4966533,1,0,Large,Industrial Goods and Services,Denmark,1,2021,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1
Jeudan A/S,JDAN,2019,159.0849062,0,1,Large,Finance,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Jeudan A/S,JDAN,2020,205.3649264,0,1,Large,Finance,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Jeudan A/S,JDAN,2021,242.7808568,0,1,Large,Finance,Denmark,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Jeudan A/S,JDAN,2022,212.7812809,0,1,Large,Finance,Denmark,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Penneo A/S,PENNEO,2022,9685.733742,0,1,Mid,Technology,Denmark,1,2022,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
Vestas Wind Systems A/S,VWS,2020,14819.0,1,0,Large,Energy and Utilities,Denmark,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Vestas Wind Systems A/S,VWS,2021,15587.0,1,0,Large,Energy and Utilities,Denmark,4,2019,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Vestas Wind Systems A/S,VWS,2022,14486.0,1,0,Large,Energy and Utilities,Denmark,4,2019,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
H. Lundbeck A/S,LUN,2021,2181.927711,1,0,Large,Health Care,Denmark,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"Tallink Grupp, AS",TALLINK,2020,442.9,1,0,Large,Consumer Goods and Services,Estonia,4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ålandsbanken Abp,ALBAV,2019,133.9,0,1,Mid,Finance,Finland,4,2019,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Ålandsbanken Abp,ALBAV,2020,162.28,0,1,Mid,Finance,Finland,4,2019,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
Ålandsbanken Abp,ALBAV,2021,176.024,0,1,Mid,Finance,Finland,4,2019,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1
Ålandsbanken Abp,ALBAV,2022,184.122,0,1,Mid,Finance,Finland,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
Kesko Oyj,KESKOB,2019,10720.3,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
Kesko Oyj,KESKOB,2020,10669.2,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
Kesko Oyj,KESKOB,2021,11300.2,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Kesko Oyj,KESKOB,2022,11809.0,1,0,Large,Consumer Goods and Services,Finland,4,2019,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
Stockmann Oyj Abp,STOCKA,2019,914.0,1,0,Mid,Consumer Goods and Services,Finland,2,2019,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Stockmann Oyj Abp,STOCKA,2020,790.7,1,0,Mid,Consumer Goods and Services,Finland,2,2019,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
TietoEVRY Oyj,TIETO,2019,1734.0,1,0,Large,Technology,Finland,4,2019,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
TietoEVRY Oyj,TIETO,2020,2786.4,1,0,Large,Technology,Finland,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
TietoEVRY Oyj,TIETO,2021,2823.4,1,0,Large,Technology,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
TietoEVRY Oyj,TIETO,2022,2928.1,1,0,Large,Technology,Finland,4,2019,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
Fiskars Oyj,FSKRS,2019,1090.4,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Fiskars Oyj,FSKRS,2020,1116.2,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Fiskars Oyj,FSKRS,2021,1254.3,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
Fiskars Oyj,FSKRS,2022,1248.4,1,0,Large,Consumer Goods and Services,Finland,4,2019,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Huhtamäki Oyj,HUH1V,2019,3399.0,1,0,Large,Industrial Goods and Services,Finland,4,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
Huhtamäki Oyj,HUH1V,2020,3301.8,1,0,Large,Industrial Goods and Services,Finland,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Huhtamäki Oyj,HUH1V,2021,3574.9,1,0,Large,Industrial Goods and Services,Finland,4,2019,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
Huhtamäki Oyj,HUH1V,2022,4479.0,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Metsä Board Oyj,METSA,2022,2479.6,1,0,Large,Basic Materials,Finland,3,2019,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Metsä Board Oyj,METSA,2019,1932.0,1,0,Large,Basic Materials,Finland,3,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Metsä Board Oyj,METSA,2020,1890.0,1,0,Large,Basic Materials,Finland,3,2019,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
Nokia Oyj,NOKIA,2019,23315.0,1,0,Large,Technology,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Nokia Oyj,NOKIA,2020,21852.0,1,0,Large,Technology,Finland,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Nokia Oyj,NOKIA,2021,22202.0,1,0,Large,Technology,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Nokia Oyj,NOKIA,2022,24911.0,1,0,Large,Technology,Finland,4,2019,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Uponor Oyj,UPONOR,2019,1103.0,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0
Uponor Oyj,UPONOR,2020,1136.0,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Uponor Oyj,UPONOR,2021,1313.2,1,0,Large,Industrial Goods and Services,Finland,4,2019,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
Uponor Oyj,UPONOR,2022,1386.2,1,0,Large,Industrial Goods and Services,Finland,4,2019,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Outokumpu Oyj,OUT1V,2019,6535.0,1,0,Large,Basic Materials,Finland,4,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Outokumpu Oyj,OUT1V,2020,5639.0,0,0,Large,Basic Materials,Finland,4,2019,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
Outokumpu Oyj,OUT1V,2021,7709.0,1,0,Large,Basic Materials,Finland,4,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
Outokumpu Oyj,OUT1V,2022,9494.0,1,0,Large,Basic Materials,Finland,4,2019,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Raisio Oyj Vaihto-osake,RAIVV,2019,236.3,0,1,Mid,Consumer Goods and Services,Finland,4,2019,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
Raisio Oyj Vaihto-osake,RAIVV,2021,246.4,0,1,Mid,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
Raisio Oyj Vaihto-osake,RAIVV,2022,220.8,0,1,Mid,Consumer Goods and Services,Finland,4,2019,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Finnair Oyj,FIA1S,2019,3097.7,1,0,Mid,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Finnair Oyj,FIA1S,2020,829.2,1,0,Mid,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
Finnair Oyj,FIA1S,2021,838.4,1,0,Mid,Consumer Goods and Services,Finland,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Finnair Oyj,FIA1S,2022,2356.6,1,0,Mid,Consumer Goods and Services,Finland,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
Sampo,SAMPO,2022,1863.0,1,0,Large,Finance,Finland,4,2019,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
Sampo,SAMPO,2021,13451.0,1,0,Large,Finance,Finland,4,2019,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Sampo,SAMPO,2019,8744.0,1,0,Large,Finance,Finland,4,2019,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
Sampo,SAMPO,2020,9913.0,1,0,Large,Finance,Finland,4,2019,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
Wärtsilä Oyj Abp,WRT1V,2019,5170.0,1,0,Large,Industrial Goods and Services,Finland,3,2019,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
Wärtsilä Oyj Abp,WRT1V,2020,4604.0,1,0,Large,Industrial Goods and Services,Finland,3,2019,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Wärtsilä Oyj Abp,WRT1V,2021,4778.0,1,0,Large,Industrial Goods and Services,Finland,3,2019,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
Kemira Oyj,KEMIRA,2019,2658.8,1,0,Large,Basic Materials,Finland,4,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Kemira Oyj,KEMIRA,2020,2427.2,1,0,Large,Basic Materials,Finland,4,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Kemira Oyj,KEMIRA,2021,2674.4,1,0,Large,Basic Materials,Finland,4,2019,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Kemira Oyj,KEMIRA,2022,3569.6,1,0,Large,Basic Materials,Finland,4,2019,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ponsse Oyj,PON1V,2019,667.4,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0
Ponsse Oyj,PON1V,2020,636.627,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
Ponsse Oyj,PON1V,2021,749.998,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
Ponsse Oyj,PON1V,2022,755.123,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
Viking Line Abp,VIK1V,2019,496.4,1,0,Mid,Consumer Goods and Services,Finland,4,2019,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Viking Line Abp,VIK1V,2020,188.8,1,0,Mid,Consumer Goods and Services,Finland,4,2019,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
Viking Line Abp,VIK1V,2021,258.2,1,0,Mid,Consumer Goods and Services,Finland,4,2019,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0
Viking Line Abp,VIK1V,2022,494.7,1,0,Mid,Consumer Goods and Services,Finland,4,2019,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
Nokian Renkaat Oyj,TYRES,2020,1313.8,1,0,Large,Consumer Goods and Services,Finland,3,2020,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nokian Renkaat Oyj,TYRES,2021,1714.1,1,0,Large,Consumer Goods and Services,Finland,3,2020,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nokian Renkaat Oyj,TYRES,2022,1776.1,1,0,Large,Consumer Goods and Services,Finland,3,2020,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Konecranes Oyj,KCR,2019,3326.9,1,0,Large,Industrial Goods and Services,Finland,4,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Konecranes Oyj,KCR,2020,3178.9,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Konecranes Oyj,KCR,2021,3185.7,1,0,Large,Industrial Goods and Services,Finland,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
