company,ticker,year,csrd_2025,csrd_2027,segment,industry,hq_country,base_year,external_audit_of_ESG_report,revenue_MEUR,energy_consump_GJ,water_withdraw_thm3,ghg_emis_kt,transport_emis_kt,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue
NP3 Fastigheter AB,NP3,2019,0,1,Large,Other,Sweden,2019,1,95.79127785,772867.6452,,,,,
NP3 Fastigheter AB,NP3,2020,0,1,Large,Other,Sweden,2019,0,103.8849743,420825.6,,,,,
Lifco AB,LIFCO,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,0,1318.32032,,,,,,
Thule Group AB,THULE,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,681.4748828,115199.9078,23.0,3.39,24.137,0.004974504689111045,0.033750326799278474
Thule Group AB,THULE,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,1,745.381832,93600.0,,2.656,30.247,0.003563274399744157,
Thule Group AB,THULE,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,1,170.443725,123948.0,28900.0,3.677,31.547,0.02157310279389869,169.557430172334
Thule Group AB,THULE,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,1,953.7158984,113505.048,30414.0,3.566,31.548,0.003739058985996243,31.890000000025164
Eltel AB,ELTEL,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,1087.6,,,,,,
Eltel AB,ELTEL,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,938.0,,,,,,
Eltel AB,ELTEL,2021,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,812.6,,,16.93768099,125.3957727,0.020843811210927887,
Eltel AB,ELTEL,2022,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,823.6,,,17.88644295,90.51624161,0.021717390662943176,
Stendörren Fastigheter AB,STEF,2019,0,1,Mid,Finance,Sweden,2019,1,56.3702152,204379.2,,1.545,,0.027408091214808774,
Stendörren Fastigheter AB,STEF,2020,0,1,Mid,Finance,Sweden,2019,1,61.98819273,192967.2,,1.245,,0.02008447004452617,
Stendörren Fastigheter AB,STEF,2022,0,1,Mid,Finance,Sweden,2019,0,51.46019479,161892.0,,1.332,9.895,0.025884083910596482,
Klövern AB,KLOV B,2019,0,1,Large,Other,Sweden,2019,1,360.67,990867.6,,11722.0,3.03,32.50062383896637,
Klövern AB,KLOV B,2020,0,1,Large,Other,Sweden,2019,1,313.654542,927900.0,,6.099,2.581,0.01944495992664439,
Dustin Group AB,DUST,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,1193.677395,17349.2496,,1.231793,2.229493,0.0010319312447061963,
Dustin Group AB,DUST,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,0,1320.675781,28301.9508,,0.562481,3.270755,0.00042590392592351174,
Dustin Group AB,DUST,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,1,1511.902495,27825.048,,0.283,934.443,0.0001871813830163697,
Dustin Group AB,DUST,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,0,2220.305139,31845.2976,,0.724,1432.955,0.00032608130625058195,
Sdiptech AB,SDIP,2021,1,0,Large,Industrial Goods and Services,Sweden,2021,1,258.8935441,18310.0104,,4.419,0.393,0.017068791789930152,
Sdiptech AB,SDIP,2022,1,0,Large,Industrial Goods and Services,Sweden,2021,0,329.759186,,,4.94,5.684,0.014980628924769363,
Hoist Finance AB,HOFI,2019,1,0,Mid,Finance,Sweden,2019,0,277.8518377,6742.9764,,1.216,1.406,0.004376433174118251,
Hoist Finance AB,HOFI,2020,1,0,Mid,Finance,Sweden,2019,1,323.8430775,2953.3896,,0.305,0.332,0.0009418141723285717,
Hoist Finance AB,HOFI,2021,1,0,Mid,Finance,Sweden,2019,1,301.5616073,7388.1036,,0.707,0.435,0.0023444628987424818,
Hoist Finance AB,HOFI,2022,1,0,Mid,Finance,Sweden,2019,0,245.823563,5626.9224,,0.529,0.735,0.0021519499332942303,
Axfood AB,AXFO,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,4831.460674,1004598.0,,20.288,18.763,0.004199144186183228,
Axfood AB,AXFO,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,1,5112.93087,1231038.0,,31.655,21.702,0.006191165264082673,
Axfood AB,AXFO,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,1,5512.378595,1251626.4,,34.689,24.532,0.0062929277084604884,
Axfood AB,AXFO,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,0,6911.947319,1319806.8,,32.894,28.601,0.004759006178993708,
Collector Bank AB (formerly: Collector AB),COLL,2019,0,1,Mid,Finance,Sweden,2019,1,232.32,,,,,,
Collector Bank AB (formerly: Collector AB),COLL,2020,0,1,Mid,Finance,Sweden,2019,1,201.7710912,1.9116,,,0.043,,
Collector Bank AB (formerly: Collector AB),COLL,2021,0,1,Mid,Finance,Sweden,2019,0,255.5703675,1993.1256,,0.0132,0.0979,5.164918033777918e-05,
HEXPOL AB,HPOL,2019,1,0,Large,Basic Materials,Sweden,2019,0,1476.67111,1501200.0,1106.5,146.0,,0.09887103432259875,0.7493205443695584
HEXPOL AB,HPOL,2020,1,0,Large,Basic Materials,Sweden,2019,0,1278.232718,1296000.0,1105.7,137.6,,0.10764862928504698,0.8650224520383464
HEXPOL AB,HPOL,2021,1,0,Large,Basic Materials,Sweden,2019,0,1523.995429,1443600.0,1159.6,117.3,,0.07696873479270783,0.7608946706361807
HEXPOL AB,HPOL,2022,1,0,Large,Basic Materials,Sweden,2019,0,2092.557793,1521421.2,1200.0,109.9,,0.0525194574637968,0.5734608640268986
Magnolia Bostad AB,MAG,2019,0,1,Mid,Finance,Sweden,2019,1,71.51018854,,,,,,
Magnolia Bostad AB,MAG,2020,0,1,Mid,Finance,Sweden,2019,1,224.5286612,,,,,,
Wallenstam AB,WALL,2019,0,1,Large,Finance,Sweden,2019,1,192.91,453330.0,,1.425,29.118,0.00738686434088435,
Wallenstam AB,WALL,2020,0,1,Large,Finance,Sweden,2019,1,212.12,471301.2,,0.936,8.405,0.004412596643409391,
Wallenstam AB,WALL,2021,0,1,Large,Finance,Sweden,2019,0,221.2911826,507340.8,1256.475,0.657,7.737,0.0029689388988786577,5.67792618412262
Wallenstam AB,WALL,2022,0,1,Large,Finance,Sweden,2019,0,234.2427093,452808.0,1211.462,1.59,12.085,0.006787831325685576,5.171823719168364
Pandox AB,PNDX,2019,1,0,Large,Finance,Sweden,2019,1,528.7564273,313250.4,1430.204,8.707,19.613,0.016466939313552625,2.70484466222582
Pandox AB,PNDX,2020,0,1,Large,Finance,Sweden,2019,0,302.6090269,231058.8,1031.025,7.979,137.795,0.026367356194687264,3.407119115255977
Pandox AB,PNDX,2021,0,1,Large,Finance,Sweden,2019,1,311.6549229,301320.0,1460.953,13.404,87.81,0.04300910723717626,4.687726368656698
Pandox AB,PNDX,2022,1,0,Large,Finance,Sweden,2019,0,531.9121414,308941.2,322.179,8.708,95.462,0.016371124706949583,0.6056996539917673
Pegroco Invest AB,PEGRO,2021,0,0,Large,Finance,Sweden,2021,1,234.583127,4434465.6,,2.26650464,,0.009661840000964775,
ASSA ABLOY AB,ASSA,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,8003.047039,2524406.4,1874.0,254.306,,0.031776147105062644,0.23416081285886842
ASSA ABLOY AB,ASSA,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,1,8345.934108,2319120.0,1635.0,234.575,,0.028106500358677407,0.19590377528056085
ASSA ABLOY AB,ASSA,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,0,9046.56256,2374711.2,1480.0,244.827,,0.027062986452171287,0.1635980506611342
ASSA ABLOY AB,ASSA,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,0,8937.629351,2294035.2,1350.0,234.476,14361.452,0.026234697232523446,0.15104676497341582
Svenska Handelsbanken AB,SHB,2019,1,0,Large,Finance,Sweden,2019,1,4243.382213,356673.6,,5.469,3.744,0.0012888304011939356,
Svenska Handelsbanken AB,SHB,2020,1,0,Large,Finance,Sweden,2019,1,4209.769568,339346.8,,4.714,1.346,0.0011197762546987942,
Svenska Handelsbanken AB,SHB,2021,1,0,Large,Finance,Sweden,2019,1,4127.499524,313740.0,66.64,3.444,1.487,0.0008344034881104932,0.01614536830652824
Svenska Handelsbanken AB,SHB,2022,1,0,Large,Finance,Sweden,2019,1,4727.093133,271987.2,75.705,5.508,6.621,0.001165198113307407,0.01601512766302419
Coor Service Management Holding AB,COOR,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,982.0034279,,,,,,
Coor Service Management Holding AB,COOR,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,913.2546182,,,,,,
Coor Service Management Holding AB,COOR,2021,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,962.1024567,24793.8624,,3.498,93.241,0.0036357874108315855,
Coor Service Management Holding AB,COOR,2022,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,1122.548086,22801.5,,3.588,113.512,0.0031962996015477596,
Alimak Group AB,ALIG,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,433.32,47487.6,16.46733,7.38507,,0.01704299363057325,0.03800270008307948
Alimak Group AB,ALIG,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,356.1512093,9724.104,4.010154,,,,0.011259695026395632
Alimak Group AB,ALIG,2021,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,354.9609598,32208.192,14.128362,,,,0.03980258000192617
Alimak Group AB,ALIG,2022,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,424.4760491,32486.4,,4.69248,2.16576,0.011054758000950305,
Nobina AB,NOBINA,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,1013.616454,4127974.87,508875.0,,,,502.03900892871656
Nobina AB,NOBINA,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,1027.137688,58685.634,538200.0,,,,523.98038382562
Nobina AB,NOBINA,2022,0,0,Mid,Industrial Goods and Services,Sweden,2019,0,,,,,,,
Serneke Group AB,SRNKE,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,640.3542182,123471.0,,2.808,177.0,0.004385073011454709,
Serneke Group AB,SRNKE,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,654.2563321,74206.8,,1.826,0.031,0.0027909550284962387,
TF Bank AB,TFBANK,2019,0,1,Mid,Finance,Sweden,2019,1,67.22529042,,,,,,
TF Bank AB,TFBANK,2020,0,1,Mid,Finance,Sweden,2019,0,57.39859074,,,,,,
TF Bank AB,TFBANK,2021,0,1,Mid,Finance,Sweden,2019,0,115.6533041,,,,,,
TF Bank AB,TFBANK,2022,0,1,Mid,Finance,Sweden,2019,1,132.9309968,,,0.4634,,0.0034860191464388384,
Sinch AB,SINCH,2019,0,1,Large,Technology,Sweden,2019,1,479.527709,,,,,,
Karo Pharma AB,KARO,2019,0,1,Large,Health Care,Sweden,2019,1,181.0321843,,,,,,
Karo Pharma AB,KARO,2020,0,1,Large,Health Care,Sweden,2019,1,274.506475,,,,,,
Karo Pharma AB,KARO,2021,0,1,Large,Health Care,Sweden,2019,1,281.9800038,,,,,,
Bravida Holding AB,BRAV,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,0,1942.868025,,,,,,
Bravida Holding AB,BRAV,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,0,2013.616454,,,,,,
Bravida Holding AB,BRAV,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,1,2083.031803,,,,,,
Bravida Holding AB,BRAV,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,0,2474.510975,48308.4,,24.507,3.321,0.009903775027710273,
Lagercrantz Group AB,LAGR,2019,1,0,Large,Technology,Sweden,2019,0,398.0194249,98103.6,,2.18,0.94,0.005477119616832048,
Scandic Hotels Group AB,SHOT,2019,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1803.942106,2526234.12,,36.7465,0.666605,0.020370110480696323,
Scandic Hotels Group AB,SHOT,2020,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,711.293087,1904209.2,,25.3281,0.143703,0.03560852827464637,
Scandic Hotels Group AB,SHOT,2021,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,964.5781756,2092233.24,,24.3675,0.083402,0.025262338104262618,
Scandic Hotels Group AB,SHOT,2022,1,0,Mid,Consumer Goods and Services,Sweden,2019,0,1809.103374,2366544.6,,27.8043,0.30286,0.01536910515982488,
Resurs Holding AB,RESURS,2019,0,1,Mid,Finance,Sweden,2019,1,439.3063226,,,,,,
Resurs Holding AB,RESURS,2020,0,1,Mid,Finance,Sweden,2019,0,382.0710341,,,,,,
Resurs Holding AB,RESURS,2021,0,1,Mid,Finance,Sweden,2019,1,326.9147781,,,0.55,0.963,0.0016823956481764202,
Resurs Holding AB,RESURS,2022,0,1,Mid,Finance,Sweden,2019,1,301.0468434,,,0.12,0.644,0.0003986090624459941,
Attendo AB,ATT,2019,1,0,Mid,Health Care,Sweden,2019,1,1136.4502,409320.0,866.0,10.25,,0.009019312944817115,0.762021952215768
Attendo AB,ATT,2020,1,0,Mid,Health Care,Sweden,2019,1,1170.062845,607680.0,928.0,6.65,,0.005683455404482997,0.7931197917834918
Attendo AB,ATT,2021,1,0,Mid,Health Care,Sweden,2019,0,1225.195201,809640.0,1318.0,26.3,41.8,0.021465967201417403,1.0757469494854803
Attendo AB,ATT,2022,1,0,Mid,Health Care,Sweden,2019,1,1363.7422,741420.0,1135.0,22.15,131.1,0.016242072731928365,0.8322687381823339
Dometic Group AB,DOM,2019,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1761.854885,393897.6,240.8,,,,0.13667413931198993
Dometic Group AB,DOM,2020,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1543.229861,356400.0,224.4,33.3,,0.021578120564892306,0.14540931695981485
Dometic Group AB,DOM,2021,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,2048.752619,414000.0,261.6,30.1,28.8,0.01469186651470487,0.12768745117098984
Dometic Group AB,DOM,2022,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,2800.111952,370799.7034,268.7,31.02,24.35,0.011078128493342469,0.09596044894136431
Camurus AB,CAMX,2019,0,1,Mid,Health Care,Sweden,2019,0,10.05570368,,,,,,
Camurus AB,CAMX,2020,0,1,Mid,Health Care,Sweden,2019,0,31.99362026,,,,,,
Camurus AB,CAMX,2021,0,1,Mid,Health Care,Sweden,2019,0,57.18625024,1758.402,3.976,,,,0.06952720248859597
Camurus AB,CAMX,2022,0,1,Mid,Health Care,Sweden,2019,0,89.93774445,3560.4,4.73,0.179,0.0603,0.001990265612003571,0.052591934887021734
Vitec Software Group AB,VIT,2019,0,1,Large,Technology,Sweden,2019,1,110.0742716,4166.316,,,,,
Vitec Software Group AB,VIT,2020,0,1,Large,Technology,Sweden,2019,0,140.4208722,,,,,,
Vitec Software Group AB,VIT,2021,1,0,Large,Technology,Sweden,2019,0,149.6199771,,,,,,
Vitec Software Group AB,VIT,2022,1,0,Large,Technology,Sweden,2019,0,186.0845801,7713.9972,,,,,
Kindred Group Plc (formerly Unibet Group),KIND,2019,1,0,Large,Other,Malta,2019,0,1077.68595,21016.6704,,2.557,3.882,0.0023726763812778667,
Kindred Group Plc (formerly Unibet Group),KIND,2021,1,0,Large,Other,Malta,2019,1,1487.131051,22946.4,,1.8361,0.8433,0.0012346591773235726,
Kindred Group Plc (formerly Unibet Group),KIND,2022,1,0,Large,Other,Malta,2019,0,1253.223574,,,1.3237,5.5914,0.0010562361157754603,
AcadeMedia AB,ACAD,2019,1,0,Mid,Consumer Goods and Services,Sweden,2019,0,1115.501809,,,,,,
AcadeMedia AB,ACAD,2020,1,0,Mid,Consumer Goods and Services,Sweden,2019,0,1168.444106,,,,,,
AcadeMedia AB,ACAD,2021,1,0,Mid,Consumer Goods and Services,Sweden,2019,0,1348.97209,,,,,,
Garo AB,GARO,2019,0,1,Mid,Technology,Sweden,2019,1,95.99123976,10087.2,,,,,
Infant Bacterial Therapeutics AB,IBT,2019,0,0,Mid,Health Care,Sweden,2019,0,,,,,,,
Infant Bacterial Therapeutics AB,IBT,2020,0,0,Mid,Health Care,Sweden,2019,0,0.029708627,,,,,,
Humana AB,HUM,2019,1,0,Mid,Health Care,Sweden,2019,1,711.0074272,,,,,,
Humana AB,HUM,2020,1,0,Mid,Health Care,Sweden,2019,1,739.9542944,,,5.716,0.065,0.007724801441465897,
Humana AB,HUM,2021,1,0,Mid,Health Care,Sweden,2019,0,778.5183775,,,6.53,0.091,0.008387727494589554,
Humana AB,HUM,2022,1,0,Mid,Health Care,Sweden,2019,0,869.3668373,,,5.141,25.944,0.005913499088562485,
Bonava AB,BONAV,2020,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1618.453628,129078.0,,10.358,711.93,0.006399936223566611,
Bonava AB,BONAV,2019,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1473.433632,,,10.465,566.149,0.007102457669433733,
Bonava AB,BONAV,2021,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1475.052371,130489.2,,10.356,711.93,0.007020767671441545,
Bonava AB,BONAV,2022,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,1477.011075,,,8.621,477.171,0.005836787649002565,
LeoVegas AB,LEO,2019,0,1,Mid,Other,Sweden,2019,1,356.0,,,,,,
LeoVegas AB,LEO,2020,0,1,Mid,Other,Sweden,2019,0,387.464,,,,,,
LeoVegas AB,LEO,2021,0,1,Mid,Other,Sweden,2019,1,391.171,,,,,,
SynAct Pharma,SYNACT,2022,0,0,Mid,Health Care,Sweden,2022,0,,,,,,,
Paradox Interactive AB,PDX,2021,0,1,Large,Consumer Goods and Services,Sweden,2021,1,137.8266997,,,0.193,0.256,0.0014003092319564553,
NIBE Industrier AB,NIBE,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,0,2413.06,1108800.0,391.092,25.987,,0.010769313651546169,0.16207305247279388
"Öresund, Investment AB",ORES,2022,0,0,Mid,Finance,Sweden,2019,0,,,,,,,
"Öresund, Investment AB",ORES,2019,0,0,Mid,Finance,Sweden,2019,1,42.61,,,,,,
"Öresund, Investment AB",ORES,2020,0,0,Mid,Finance,Sweden,2019,1,1.903351743,,,,,,
"Öresund, Investment AB",ORES,2021,0,0,Mid,Finance,Sweden,2019,0,1.677966102,,,,,,
Fingerprint Cards AB,FING,2019,0,1,Mid,Industrial Goods and Services,Sweden,2019,1,138.8878309,5068.8,,,,,
Fingerprint Cards AB,FING,2020,0,1,Mid,Industrial Goods and Services,Sweden,2019,1,119.5677014,3315.6,,,,,
Fingerprint Cards AB,FING,2021,0,1,Mid,Industrial Goods and Services,Sweden,2019,0,129.0992192,,,0.53,12.883,0.0041053695234122695,
Fingerprint Cards AB,FING,2022,0,1,Mid,Industrial Goods and Services,Sweden,2019,0,82.06055989,,,0.48,0.172,0.005849338593880267,
ITAB Shop Concept AB,ITAB,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,577.4138259,,,,,,
Internationella Engelska Skolan i Sverige Holdings II AB,ENG,2019,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,264.8162255,,,,,,
Volati AB,VOLO,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,650.6379737,,,,,,
Volati AB,VOLO,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,0,637.5928395,,,,,,
Volati AB,VOLO,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,1,600.7427157,,,4.7,,0.007823648755396803,
Volati AB,VOLO,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,0,729.1919009,116640.0,,5.1,,0.0069940436717760585,
Sagax AB,SAGA,2021,0,1,Large,Finance,Sweden,2019,1,245.0009522,,,4.044,12.115,0.01650605829767873,
Sagax AB,SAGA,2022,0,1,Large,Finance,Sweden,2019,0,350.6254954,826747.2,,0.075,45874.0,0.0002139034410901541,
MIPS AB,MIPS,2019,0,1,Large,Consumer Goods and Services,Sweden,2019,0,25.50685584,,,,,,
MIPS AB,MIPS,2020,0,1,Large,Consumer Goods and Services,Sweden,2019,1,34.75528471,,,,,,
MIPS AB,MIPS,2021,0,1,Large,Consumer Goods and Services,Sweden,2019,1,57.89373453,,,,,,
MIPS AB,MIPS,2022,0,1,Large,Consumer Goods and Services,Sweden,2019,1,52.96331138,,,,,,
Oncopeptides AB,ONCO,2019,0,0,Mid,Health Care,Sweden,2019,0,,,,,,,
Oncopeptides AB,ONCO,2020,0,0,Mid,Health Care,Sweden,2019,0,,,,,,,
SamhÃ¤llsbyggnadsbol. i Norden AB,SBB,2021,0,1,Large,Other,Sweden,2021,1,602.4096386,697006.8,392.0,26.934,12.283,0.04471043999660201,0.6507199999505453
Ambea AB,AMBEA,2019,1,0,Mid,Health Care,Sweden,2019,0,1051.228337,,,8612.0,741.0,8.192321018073926,
Ambea AB,AMBEA,2020,1,0,Mid,Health Care,Sweden,2019,1,1055.322796,110264.4,128.44,3.964,23.617,0.003756196696427659,0.12170683745942697
Ambea AB,AMBEA,2021,1,0,Mid,Health Care,Sweden,2019,0,1092.934679,,,4.194,27.644,0.003837374804354616,
Ambea AB,AMBEA,2022,1,0,Mid,Health Care,Sweden,2019,1,1188.664646,,,4.66,24.942,0.003920365609998971,
Instalco Intressenter AB,INSTAL,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,541.9920015,,,,,,
Instalco Intressenter AB,INSTAL,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,1,678.1565416,,,,,,
Enea AB,ENEA,2019,0,1,Mid,Technology,Sweden,2019,0,95.59,,,,,,
Enea AB,ENEA,2020,0,1,Mid,Technology,Sweden,2019,0,87.13435536,,,,,,
Enea AB,ENEA,2021,0,1,Mid,Technology,Sweden,2019,1,95.25299943,9450.0,,0.18,0.619,0.0018897042725912194,
Enea AB,ENEA,2022,0,1,Mid,Technology,Sweden,2019,0,90.76063718,10864.8,,0.413,0.461,0.004550430812654195,
Medicover AB,MCOV,2019,1,0,Large,Health Care,Sweden,2019,1,844.4,,,,,,
Medicover AB,MCOV,2020,1,0,Large,Health Care,Sweden,2019,1,997.8,328316.112,51.58626,,,,0.0517
Medicover AB,MCOV,2021,1,0,Large,Health Care,Sweden,2019,1,1377.4,383806.8,,63.609,,0.04618048497168578,
Medicover AB,MCOV,2022,1,0,Large,Health Care,Sweden,2019,0,1510.2,450097.2,,66.564,314.82,0.044076281287246714,
Munters Group AB,MTRS,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,681.1083603,,,,,,
Munters Group AB,MTRS,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,0,667.9680061,,,,,,
Munters Group AB,MTRS,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,1,699.6762521,,,22.46,1.983,0.03210056069873577,
Munters Group AB,MTRS,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,0,977.085161,,,14.982,4521.686,0.015333361510338196,
Boozt AB,BOOZT,2019,0,1,Large,Consumer Goods and Services,Sweden,2019,1,326.1188345,6120.0,,89.0,2.02,0.27290665421533633,
Boozt AB,BOOZT,2020,0,1,Large,Consumer Goods and Services,Sweden,2019,1,415.0923634,7941.6,,11000.0,2265000.0,26.500126164450656,
Boozt AB,BOOZT,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,1,553.6088364,14196.96,,0.1375,3.2399,0.0002483703130429296,
Boozt AB,BOOZT,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,1,634.3997761,19760.39998,10.1908,0.2984,116.4383,0.00047036586588101726,0.016063687888807878
Bilia AB,BILI,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,2786.73,,,,,,
Bilia AB,BILI,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,0,2872.595696,,,14.159,,0.004928991580581969,
Bilia AB,BILI,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,0,3381.165492,,,12.163,,0.003597280295441984,
Bilia AB,BILI,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,0,3325.156462,459719.6322,98.363,10.73,202.666,0.0032269158226455813,0.029581465150315685
Essity AB,ESSITY,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,12280.9941,46886400.0,,2964.0,,0.24134854034332612,
Essity AB,ESSITY,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,1,11593.22034,42670800.0,81000.0,2652.0,,0.22875438594484612,6.986842104650277
Essity AB,ESSITY,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,1,11604.17063,44942400.0,95000.0,2741.0,,0.23620817785234513,8.186711746068147
Essity AB,ESSITY,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,1,15617.3,45421163.66,99000.0,2649.0,,0.16961958853322917,6.339123920267908
Momentum Group,MMGR,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,584.174443,,,,,,
Momentum Group,MMGR,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,584.174443,,,,,,
Momentum Group,MMGR,2021,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,806.9891449,,,,,,
HMS Networks AB,HMS,2019,0,1,Large,Technology,Sweden,2019,1,144.6391164,4226.4,,0.279,0.846,0.0019289387749606027,
HMS Networks AB,HMS,2020,0,1,Large,Technology,Sweden,2019,1,139.6876785,4374.0,,0.186,0.981,0.0013315419226471,
HMS Networks AB,HMS,2021,0,1,Large,Technology,Sweden,2019,0,187.7475719,11050.2,,0.2855,1.2226,0.0015206588139103385,
HMS Networks AB,HMS,2022,0,1,Large,Technology,Sweden,2019,1,235.7573092,10929.6,,0.47,6.083,0.0019935755188030453,
Fagerhult AB,FAG,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,746.9910493,169041.6,52.0,12.52,1.2,0.01676057566115739,0.06961261456710738
Fagerhult AB,FAG,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,649.2096743,237798.0,76.756,17.561,0.345,0.027049812556990727,0.1182299078995718
Fagerhult AB,FAG,2021,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,674.8714531,141174.0,89.589,18.282,47.167,0.027089603384499714,0.1327497252824606
Fagerhult AB,FAG,2022,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,778.0179358,,83.457,17.712,45.239,0.022765542007444295,0.10726873528202792
Investment AB Latour,LATO,2021,0,0,Large,Finance,Sweden,2019,1,1767.948962,38824.15921,,,,,
Investment AB Latour,LATO,2022,1,0,Large,Finance,Sweden,2019,1,2133.387271,423277.92,,20.193,,0.009465229437942025,
Investment AB Latour,LATO,2019,1,0,Large,Finance,Sweden,2019,1,1308.131784,266886.0,,,,,
Investment AB Latour,LATO,2020,1,0,Large,Finance,Sweden,2019,0,1430.96553,309456.576,,,,,
Handicare Group AB,HANDI,2019,1,0,Mid,Health Care,Sweden,2019,1,271.038,8577.2556,,,,,
BioArctic AB,BIOA,2019,0,1,Mid,Health Care,Sweden,2019,0,26.83031803,,,,,,
BioArctic AB,BIOA,2020,0,1,Mid,Health Care,Sweden,2019,0,5.93220339,,,,,,
BioArctic AB,BIOA,2021,0,1,Mid,Health Care,Sweden,2019,0,2.541230242,,,,,,
BioArctic AB,BIOA,2022,0,1,Mid,Health Care,Sweden,2019,0,21.47781073,,,,,,
Arion Banki hf.,ARION,2022,0,1,Large,Finance,Iceland,2019,1,460.441259,20400.3144,106.748,0.0806,0.4935,0.00017504947357465202,0.23183847649065698
Arion Banki hf.,ARION,2019,0,1,Large,Finance,Iceland,2019,0,354.3743079,29760.2496,136.99,0.1342,0.3154,0.0003786956249601186,0.3865686562092895
Calliditas Therapeutics AB,CALTX,2019,0,1,Mid,Health Care,Sweden,2019,0,17.59940964,,,,,,
Calliditas Therapeutics AB,CALTX,2020,0,0,Mid,Health Care,Sweden,2019,0,0.083222243,,,,,,
