company,ticker,year,csrd_2025,csrd_2027,segment,industry,hq_country,base_year,external_audit_of_ESG_report,revenue_MEUR,energy_consump_GJ,water_withdraw_thm3,ghg_emis_kt,transport_emis_kt,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue
Neste Oyj,NESTE,2022,1,0,Large,Energy and Utilities,Finland,2019,1,25707.0,39240000.0,8604.0,2100.0,35700.0,0.08168981211343214,0.33469483020189056
KONE Oyj,KNEBV,2019,1,0,Large,Industrial Goods and Services,Finland,2019,1,9982.0,1795320.0,307.2,153.5,13439.4,0.015377679823682629,0.030775395712282105
KONE Oyj,KNEBV,2020,1,0,Large,Industrial Goods and Services,Finland,2019,0,9939.0,1763280.0,298.8,153.2,14105.5,0.015414025555890934,0.030063386658617568
KONE Oyj,KNEBV,2021,1,0,Large,Industrial Goods and Services,Finland,2019,0,10514.1,1905120.0,328.2,130.9,15454.1,0.012449948164845303,0.031215225268924583
KONE Oyj,KNEBV,2022,1,0,Large,Industrial Goods and Services,Finland,2019,0,10906.7,1953720.0,239.8,126.8,13086.1,0.011625881338993461,0.021986485371377228
Cargotec Oyj,CGCBV,2019,1,0,Large,Industrial Goods and Services,Finland,2019,1,3722.0,593280.0,91.9,51.7,6466.0,0.013890381515314349,0.024691026329930147
Cargotec Oyj,CGCBV,2020,1,0,Large,Industrial Goods and Services,Finland,2019,1,3263.4,567000.0,,46.6,5654.0,0.014279585708157136,
Cargotec Oyj,CGCBV,2021,1,0,Large,Industrial Goods and Services,Finland,2019,1,3315.0,569880.0,,41.5,6180.5,0.012518853695324284,
Cargotec Oyj,CGCBV,2022,1,0,Large,Industrial Goods and Services,Finland,2019,0,4089.0,586767.6,,36.2,6435.0,0.008853020298361458,
Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2019,1,0,Mid,Health Care,Finland,2019,1,1721.3,101782.8,,2582.0,4761.0,1.5000290478126996,
Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2020,0,1,Mid,Health Care,Finland,2019,0,1.8008,99720.0,,2.135,4.833,1.1855841848067525,
Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2022,0,1,Mid,Health Care,Finland,2019,1,1515.5,58132.8,,0.963,3.818,0.0006354338502144506,
Orion Oyj,ORNAV,2020,1,0,Large,Health Care,Finland,2019,1,1078.1,558712.8,259.0,26.309,,0.02440311659400798,0.24023745478156017
Orion Oyj,ORNAV,2021,1,0,Large,Health Care,Finland,2019,1,1041.0,564145.2,266.0,24.441,554.14,0.023478386167146974,0.25552353506243997
Orion Oyj,ORNAV,2022,1,0,Large,Health Care,Finland,2019,1,1340.6,557395.1996,259.0,24.046,290.43,0.017936744741160675,0.19319707593614802
Orion Oyj,ORNAV,2019,1,0,Large,Health Care,Finland,2019,0,1051.0,570391.2,260.0,20.0,,0.019029495718363463,0.24738344433872503
Metso Outotec Oyj,METSO,2021,1,0,Large,Industrial Goods and Services,Finland,2019,0,4236.0,1626000.0,381.0,134.927,3320.0,0.03185245514636449,0.08994334277620397
Metso Outotec Oyj,METSO,2022,1,0,Large,Industrial Goods and Services,Finland,2019,1,5295.0,1645000.0,381.0,133.819,3650.0,0.025272710103871575,0.07195467422096317
Metso Outotec Oyj,METSO,2019,1,0,Large,Industrial Goods and Services,Finland,2019,0,1210.0,156000.0,64.0,10.36,586.0,0.00856198347107438,0.05289256198347107
Metso Outotec Oyj,METSO,2020,1,0,Large,Industrial Goods and Services,Finland,2019,0,3319.0,,,51.097,985.493,0.015395299789093101,
SRV Group plc,SRV,2019,1,0,Mid,Industrial Goods and Services,Finland,2019,0,1060.0,293126.4,,15.7,,0.014811320754716981,
SRV Group plc,SRV,2020,0,1,Mid,Industrial Goods and Services,Finland,2019,0,975.534,310471.2,,,,,
Afarak Group Plc,AFAGR,2019,0,1,Mid,Basic Materials,Finland,2019,0,144.9,,,,,,
Afarak Group Plc,AFAGR,2020,0,1,Mid,Basic Materials,Finland,2019,0,59.805,,,,,,
Raisio Oyj Vaihto-osake,RAIVV,2020,0,1,Mid,Consumer Goods and Services,Finland,2019,0,233.6,270000.0,145.0,0.45,1.15,0.0019263698630136987,0.6207191780821918
YIT Oyj,YIT,2019,1,0,Large,Industrial Goods and Services,Finland,2019,0,3391.5,1205640.0,,198.9,,0.058646616541353384,
YIT Oyj,YIT,2020,1,0,Large,Industrial Goods and Services,Finland,2019,0,3069.0,1107360.0,,,7.119,,
YIT Oyj,YIT,2021,1,0,Large,Industrial Goods and Services,Finland,2019,0,2856.0,854280.0,,53.912,4.654,0.018876750700280113,
F-Secure Corporation,FSECURE,2019,1,0,Mid,Technology,Finland,2019,0,217.0,,,,1786.0,,
F-Secure Corporation,FSECURE,2020,1,0,Mid,Technology,Finland,2019,0,220.2,5760.0,,,,,
F-Secure Corporation,FSECURE,2021,1,0,Mid,Technology,Finland,2019,0,106.3,,,,,,
Olvi Oyj,OLVAS,2019,1,0,Large,Consumer Goods and Services,Finland,2019,0,408.7,,,,,,
Olvi Oyj,OLVAS,2020,1,0,Large,Consumer Goods and Services,Finland,2019,0,414.9,242668.8,,,,,
Olvi Oyj,OLVAS,2021,1,0,Large,Consumer Goods and Services,Finland,2019,0,462.2,,,,,,
Olvi Oyj,OLVAS,2022,1,0,Large,Consumer Goods and Services,Finland,2019,0,583.7,760673.16,2664.48,29.4,279.4,0.05036833990063388,4.564810690423163
Vaisala Oyj,VAIAS,2019,1,0,Large,Industrial Goods and Services,Finland,2019,1,403.6,65880.0,23.11,1.169,18.064,0.002896432111000991,0.057259663032705646
Vaisala Oyj,VAIAS,2020,1,0,Large,Industrial Goods and Services,Finland,2019,1,379.5,63684.0,,1.834,12.436,0.0048326745718050065,
Vaisala Oyj,VAIAS,2021,1,0,Large,Industrial Goods and Services,Finland,2019,1,437.9,69588.0,,2.638,12.771,0.006024206439826444,
Vaisala Oyj,VAIAS,2022,1,0,Large,Industrial Goods and Services,Finland,2019,0,514.2,67176.0,,0.515,75.599,0.0010015558148580319,
Sampo Oyj,SAMAS,2021,0,1,Large,Finance,Finland,2021,0,10580.0,,33.653,4.3264,6.3149,0.00040892249527410204,0.003180812854442344
Sampo Oyj,SAMAS,2022,0,1,Large,Finance,Finland,2021,1,8984.0,151516.8994,56.394,1.6388,15.586,0.00018241317898486198,0.006277159394479074
Tikkurila Oyj,TIK,2019,1,0,Mid,Industrial Goods and Services,Finland,2019,1,563.831,264275.0,134.0,22.43,,0.039781423866371304,0.2376598661655709
Tikkurila Oyj,TIK,2020,1,0,Mid,Industrial Goods and Services,Finland,2019,1,581.974,226392.0,125.0,18.326,,0.03148937925061944,0.21478622756343066
Scanfil Oyj,SCANFL,2019,1,0,Mid,Industrial Goods and Services,Finland,2019,0,579.416,103320.0,,,,,
Scanfil Oyj,SCANFL,2020,1,0,Mid,Industrial Goods and Services,Finland,2019,0,595.347,104040.0,44.875,,,,0.07537620916877048
Scanfil Oyj,SCANFL,2021,1,0,Mid,Industrial Goods and Services,Finland,2019,0,695.735,104652.0,47.479,,,,0.06824293732527471
Scanfil Oyj,SCANFL,2022,1,0,Mid,Industrial Goods and Services,Finland,2019,0,843.756,146880.0,55.065,,,,0.0652617581386088
Ahlstrom-Munksjö Oyj,AM1,2019,1,0,Large,Basic Materials,Finland,2019,0,2916.3,,,,,,
Ahlstrom-Munksjö Oyj,AM1,2020,1,0,Large,Basic Materials,Finland,2019,0,2683.3,,,0.0011,0.0003,4.099429806581448e-07,
Aktia Bank PLC (formerly known as Aktia,AKTIA,2019,0,1,Mid,Finance,Finland,2019,0,221.4,11965.32,,0.8811,64754.0,0.003979674796747967,
Aktia Bank PLC (formerly known as Aktia,AKTIA,2021,0,1,Mid,Finance,Finland,2019,0,263.784,11858.4,,0.468,57.721,0.0017741788736238742,
Aktia Bank PLC (formerly known as Aktia,AKTIA,2022,0,1,Mid,Finance,Finland,2019,0,254.1,10648.8,,0.425,161.494,0.0016725698543880363,
Aktia Bank PLC (formerly known as Aktia,AKTIA,2020,0,1,Mid,Finance,Finland,2019,0,201.117,13707.72,,0.55664,52.88904,0.002767742160036198,
Taaleri plc,TAALA,2019,0,1,Mid,Finance,Finland,2019,0,67.2,,,,,,
Taaleri plc,TAALA,2020,0,1,Mid,Finance,Finland,2019,0,69.0,,,,,,
Taaleri plc,TAALA,2021,0,1,Mid,Finance,Finland,2019,0,72.629,,,,,,
Taaleri plc,TAALA,2022,0,1,Mid,Finance,Finland,2019,0,61.03,111600.0,0.339,0.000129,2.118,2.113714566606587e-06,0.005554645256431264
DNA Oyj,DNA,2020,1,0,Large,Other,Finland,2019,0,934.5,589600.0,,19.4,153.0,0.020759764579989296,
DNA Oyj,DNA,2019,1,0,Large,Other,Finland,2019,0,942.1,567200.0,,14.0,215.0,0.014860418214626896,
Caverion Oyj,CAV1V,2019,1,0,Mid,Industrial Goods and Services,Finland,2019,0,2123.3,438840.0,,29.447,,0.01386850656996185,
Caverion Oyj,CAV1V,2020,1,0,Mid,Industrial Goods and Services,Finland,2019,0,2154.9,347400.0,,22.675,0.302,0.010522530047798042,
Caverion Oyj,CAV1V,2021,1,0,Mid,Industrial Goods and Services,Finland,2019,0,2139.5,119880.0,,26.943,0.0268,0.012593129235802759,
Caverion Oyj,CAV1V,2022,1,0,Mid,Industrial Goods and Services,Finland,2019,0,2352.1,82800.0,,23.457,0.0749,0.009972790272522427,
Valmet Corporation,VALMT,2019,1,0,Large,Industrial Goods and Services,Finland,2019,1,3547.0,1339000.0,2485.0,86.6,1708.0,0.024414998590358047,0.7005920496193967
Valmet Corporation,VALMT,2020,1,0,Large,Industrial Goods and Services,Finland,2019,1,3740.0,1362000.0,2476.0,79.7,1917.0,0.02131016042780749,0.6620320855614973
Valmet Corporation,VALMT,2021,1,0,Large,Industrial Goods and Services,Finland,2019,1,3935.0,1154000.0,1554.0,94.9,103699.0,0.02411689961880559,0.39491740787801777
Lehto Group Oyj,LEHTO,2019,1,0,Mid,Industrial Goods and Services,Finland,2019,0,668.0,,,,,,
Lehto Group Oyj,LEHTO,2020,1,0,Mid,Industrial Goods and Services,Finland,2019,0,544.7,,,,,,
Pihlajalinna Oyj,PIHLIS,2019,1,0,Mid,Health Care,Finland,2019,0,518.6,,,,,,
Pihlajalinna Oyj,PIHLIS,2020,1,0,Mid,Health Care,Finland,2019,0,508.7,,,,,,
Pihlajalinna Oyj,PIHLIS,2021,1,0,Mid,Health Care,Finland,2019,0,577.774,,,,,,
Pihlajalinna Oyj,PIHLIS,2022,1,0,Mid,Health Care,Finland,2019,0,690.5,62488.8,,0.725,,0.0010499637943519188,
Enento Group Plc,ENENTO,2019,0,1,Mid,Industrial Goods and Services,Finland,2019,0,146.0,,,,,,
Enento Group Plc,ENENTO,2020,0,1,Mid,Industrial Goods and Services,Finland,2019,0,151.3,,,,,,
Hoivatilat Oyj  (Suomen Hoivatilat Oyj),HOIVA,2019,0,1,Mid,Finance,Finland,2019,0,23.273181,,,,,,
Robit Oyj,ROBIT,2020,0,1,Mid,Industrial Goods and Services,Finland,2020,0,91.631,,,,,,
Evli Plc (formerly: Evli Bank Plc),EVLI,2019,0,1,Mid,Finance,Finland,2019,0,81.0,,,,,,
Evli Plc (formerly: Evli Bank Plc),EVLI,2020,0,1,Mid,Finance,Finland,2019,0,80.0,,,,,,
Fellow Bank (formerly: Evli Bank Plc.),FELLOW,2022,0,1,Mid,Finance,Finland,2022,0,10.239,,,,,,
Tokmanni Group Oyj,TOKMAN,2019,1,0,Large,Consumer Goods and Services,Finland,2019,0,944.276,411606.0,,6.176,12.328,0.006540460628036719,
Tokmanni Group Oyj,TOKMAN,2020,1,0,Large,Consumer Goods and Services,Finland,2019,1,1073.153,408099.6,,16.297,673.531,0.015186091824744468,
Tokmanni Group Oyj,TOKMAN,2022,1,0,Large,Consumer Goods and Services,Finland,2019,1,1168.017,456875.0,,13.792,892.248,0.011808047314379842,
Kamux Oyj,KAMUX,2019,0,1,Mid,Consumer Goods and Services,Finland,2019,0,658.5,,,,,,
Kamux Oyj,KAMUX,2020,1,0,Mid,Consumer Goods and Services,Finland,2019,0,724.1,,,,,,
Kamux Oyj,KAMUX,2021,0,1,Mid,Consumer Goods and Services,Finland,2019,0,937.4,,,,,,
Kamux Oyj,KAMUX,2022,0,1,Mid,Consumer Goods and Services,Finland,2019,0,968.7,,,,,,
Remedy Entertainment Oyj,REMEDY,2022,0,1,Mid,Consumer Goods and Services,Finland,2022,0,43.588,,,0.061,4.024,0.001399467743415619,
Terveystalo Oyj,TTALO,2020,1,0,Large,Health Care,Finland,2019,0,986.4,57398.4,,0.9964,0.0693,0.0010101378751013787,
Terveystalo Oyj,TTALO,2019,1,0,Large,Health Care,Finland,2019,0,1030.7,,,2.4603,0.3002,0.002387018531095372,
Terveystalo Oyj,TTALO,2021,1,0,Large,Health Care,Finland,2019,0,1154.6,51102.0,,1.5656,0.4111,0.0013559674346093886,
Terveystalo Oyj,TTALO,2022,1,0,Large,Health Care,Finland,2019,0,1259.1,,,1.3441,0.8561,0.0010675085378444922,
Rovio Entertainment Oyj,ROVIO,2019,0,1,Mid,Consumer Goods and Services,Finland,2019,0,289.1,,,248.0,765.0,0.8578346592874437,
Rovio Entertainment Oyj,ROVIO,2020,0,1,Mid,Consumer Goods and Services,Finland,2019,0,272.3,,,0.154,,0.0005655526992287917,
Rovio Entertainment Oyj,ROVIO,2021,0,1,Mid,Consumer Goods and Services,Finland,2019,0,286.2,,,0.053,10.115,0.00018518518518518518,
Altia Oyj,ALTIA,2019,0,1,Mid,Consumer Goods and Services,Finland,2019,0,359.6,586800.0,502.6,66.66836,,0.18539588431590656,1.3976640711902113
Anora Group,ANORA,2020,0,1,Mid,Consumer Goods and Services,Finland,2020,0,342.4,583200.0,631.33,,,,1.8438376168224302
Nordea Bank Oyj,NDA,2019,1,0,Large,Finance,Finland,2019,1,12986.0,405043.5636,155.15,7.032,32.374,0.0005415062374865239,0.011947481903588481
Nordea Bank Oyj,NDA,2020,1,0,Large,Finance,Finland,2019,1,15073.0,374566.5234,11.369,6.248,9.65,0.00041451602202613946,0.0007542625887348238
Nordea Bank Oyj,NDA,2021,1,0,Large,Finance,Finland,2019,1,9680.0,333506.16,,4.757,6.57,0.0004914256198347107,
Nordea Bank Oyj,NDA,2022,1,0,Large,Finance,Finland,2019,1,9796.0,317170.8,92.111,5.465,12.69,0.0005578807676602695,0.009402919559003676
Oma Savings Bank Oyj,OMASP,2019,0,1,Mid,Finance,Finland,2019,0,92.573,,,,,,
Oma Savings Bank Oyj,OMASP,2020,0,1,Mid,Finance,Finland,2019,0,111.073,,,0.414,3.538,0.0037272784565105833,
Oma Savings Bank Oyj,OMASP,2021,0,1,Mid,Finance,Finland,2019,0,156.565,,,0.4332,4.0241,0.002766901925717753,
Oma Savings Bank Oyj,OMASP,2022,0,1,Mid,Finance,Finland,2019,0,144.392,13057.2,,0.2609,5.6088,0.0018068868081334147,
Harvia Plc,HARVIA,2021,0,1,Large,Consumer Goods and Services,Finland,2021,0,179.123,,,2.561,,0.014297438073279255,
Kojamo Oyj,KOJAMO,2019,0,1,Large,Finance,Finland,2019,0,375.3,1245600.0,5900.0,,,,15.720756727950972
Kojamo Oyj,KOJAMO,2020,0,1,Large,Finance,Finland,2019,1,383.9,1146960.0,3400.0,54.73,2.613,0.14256316749153425,8.85647303985413
Kojamo Oyj,KOJAMO,2021,0,1,Large,Finance,Finland,2019,1,319.7,,3200.0,54.626,2.556,0.17086643728495465,10.009383797309978
Kojamo Oyj,KOJAMO,2022,0,1,Large,Finance,Finland,2019,0,413.3,1198440.0,3200.0,36.915,2.638,0.08931768691023469,7.742559883861602
Nanoform Finland PLC,NANOFS,2021,0,1,Large,Health Care,Finland,2021,0,1.954547,,,,,,
Nanoform Finland PLC,NANOFS,2022,0,1,Large,Health Care,Finland,2021,0,3.487376,,,,,,
"Tallink Grupp, AS",TALLINK,2022,1,0,Large,Consumer Goods and Services,Estonia,2019,0,771.387,,,473.0,,0.613181191801262,
"Tallink Grupp, AS",TALLINK,2019,1,0,Large,Consumer Goods and Services,Estonia,2019,0,912.4,,,,,,
"Tallink Grupp, AS",TALLINK,2021,1,0,Large,Consumer Goods and Services,Estonia,2019,0,476.937,,,,,,
Citycon Oyj,CTY1S,2019,0,1,Large,Finance,Finland,2019,1,217.4,975218.4,117.901,43.247,1.574,0.19892824287028518,0.5423229070837167
Citycon Oyj,CTY1S,2020,0,1,Large,Finance,Finland,2019,1,295.5,925524.0,36.163,34.137,1.151,0.1155228426395939,0.12237901861252114
Citycon Oyj,CTY1S,2021,0,1,Large,Finance,Finland,2019,1,202.3,999280.8,594.767,32.86,170.243,0.16243203163618386,2.9400247157686605
Citycon Oyj,CTY1S,2022,0,1,Large,Finance,Finland,2019,1,203.6,947919.6,601.064,29.114,209.471,0.14299607072691553,2.952180746561886
Cramo Oyj,CRA1V,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,612.6,,,11.88444,,0.019399999999999997,
Relais,RELAIS,2022,0,1,Mid,Consumer Goods and Services,Finland,2022,0,260.683,,,,,,
Musti Group Plc,MUSTI,2021,1,0,Large,Consumer Goods and Services,Finland,2021,0,340.856,,,,,,
Musti Group Plc,MUSTI,2022,1,0,Large,Consumer Goods and Services,Finland,2021,0,391.1,,,,,,
Neles Corp.  (Metso Oyj),NELES,2019,1,0,Large,Industrial Goods and Services,Finland,2019,1,3635.0,1431000.0,1319.0,128.279,1034.26,0.035289958734525444,0.3628610729023384
Purmo Group,PURMO,2022,1,0,Mid,Industrial Goods and Services,Finland,2022,0,904.1,,,79.035,279.578,0.08741842716513659,
Evli Plc (formerly: Evli Bank Plc),EVLI,2021,0,1,Mid,Finance,Finland,2019,0,120.5,,,,,,
Evli Plc (formerly: Evli Bank Plc),EVLI,2022,0,1,Mid,Finance,Finland,2019,0,96.1,,,759.0,3048.0,7.89802289281998,
F-Secure Corporation,FSECURE,2022,0,1,Mid,Technology,Finland,2019,0,111.0,,,,,,
Koskisen,KOSKI,2022,0,1,Small,Basic Materials,Finland,2022,0,317.7,1306800.0,193.373,20.022,,0.06302171860245515,0.608665407617249
BankNordik P/F,BNORDIK,2019,0,1,Large,Finance,Faroe Islands,2019,0,37.34,,,,,,
BankNordik P/F,BNORDIK,2020,0,1,Large,Finance,Faroe Islands,2019,0,39.83,4200.0,,0.2435,,0.00611348229977404,
BankNordik P/F,BNORDIK,2021,0,1,Large,Finance,Faroe Islands,2019,0,36.12,5067.0,,0.2483,,0.006874307862679956,
BankNordik P/F,BNORDIK,2022,0,1,Large,Finance,Faroe Islands,2019,0,37.14,4949.0,,0.3397,,0.009146472805600431,
Bakkafrost P/F,BAKKA,2019,1,0,Large,Consumer Goods and Services,Faroe Islands,2019,1,603.8965194,1079809.934,,86.076,310.477,0.14253435354375052,
Bakkafrost P/F,BAKKA,2020,1,0,Large,Consumer Goods and Services,Faroe Islands,2019,1,625.09,1479978.047,690.605,119.06,248.374,0.19046857252555632,1.1048089075173175
Bakkafrost P/F,BAKKA,2021,1,0,Large,Consumer Goods and Services,Faroe Islands,2019,1,743.4871486,1339200.0,822.341,106.732,440.506,0.14355594471401198,1.1060594679389997
Bakkafrost P/F,BAKKA,2022,1,0,Large,Consumer Goods and Services,Faroe Islands,2019,0,958.3850355,1609824.362,1242.179,120.978,412.165,0.1262311028645021,1.2961168569915553
Onxeo SA,ONXEO,2020,0,0,Mid,Health Care,France,2020,0,1.776,,,,,,
AstraZeneca PLC,AZN,2019,1,0,Large,Health Care,United Kingdom,2019,0,21785.71429,6296400.0,3550.0,385.487,,0.017694485242420756,0.16295081964007524
AstraZeneca PLC,AZN,2020,1,0,Large,Health Care,United Kingdom,2019,0,23765.17857,5743188.0,3440.0,248.006,7803.145,0.010435688470402266,0.14474959613147986
AstraZeneca PLC,AZN,2021,1,0,Large,Health Care,United Kingdom,2019,0,33408.03571,6253646.4,3264.39,452.887,6581.749,0.013556229523079616,0.09771271883018472
AstraZeneca PLC,AZN,2022,1,0,Large,Health Care,United Kingdom,2019,0,42118.70845,588963.6,3750.0,440.243,5884.0,0.010452433519480345,0.08903406913466265
G4S plc,G4S,2019,1,0,Large,Industrial Goods and Services,United Kingdom,2019,0,9090.909091,3810967.492,,437.915,15.34,0.0481706499995183,
G4S plc,G4S,2020,1,0,Large,Industrial Goods and Services,United Kingdom,2019,0,8217.237308,2422514.732,,,,,
EnQuest plc,ENQ,2019,0,1,Mid,Energy and Utilities,United Kingdom,2019,0,1470.052679,,,1511.65,,1.0282964832445982,
EnQuest plc,ENQ,2020,0,1,Mid,Energy and Utilities,United Kingdom,2019,0,765.0625,20138835.29,,1342.765,,1.755104975083735,
EnQuest plc,ENQ,2021,0,1,Mid,Energy and Utilities,United Kingdom,2019,0,1130.191071,17347190.75,,1145.273,,1.013344583395669,
EnQuest plc,ENQ,2022,0,1,Mid,Energy and Utilities,United Kingdom,2019,0,2173.671552,16038300.36,,1051.869,,0.48391349605333567,
Noble,NOBLE,2022,0,1,Large,Energy and Utilities,United Kingdom,2022,0,176.9471988,,,,,,
RAK Petroleum plc,RAKP,2020,0,0,Mid,Energy and Utilities,United Kingdom,2019,0,549.0178571,,,,,,
RAK Petroleum plc,RAKP,2021,1,0,Mid,Energy and Utilities,United Kingdom,2019,0,896.5178571,,,,,,
RAK Petroleum plc,RAKP,2022,0,0,Mid,Energy and Utilities,United Kingdom,2019,0,,,,,,,
RAK Petroleum plc,RAKP,2019,0,0,Mid,Energy and Utilities,United Kingdom,2019,0,867.3988749,,,0.000552,,6.363854231003453e-07,
TORM plc,TRMD,2019,0,1,Large,Industrial Goods and Services,United Kingdom,2019,0,618.4017857,,,1302.21,,2.105766881843595,
TORM plc,TRMD,2020,0,1,Large,Industrial Goods and Services,United Kingdom,2019,0,667.2821429,17665000.0,3.268,1336.33,,2.002646128356329,0.004897478577498435
TORM plc,TRMD,2021,0,1,Large,Industrial Goods and Services,United Kingdom,2019,0,553.1535714,17672.0,3.875,1353.792,,2.4474071397091945,0.007005287862812847
TORM plc,TRMD,2022,0,1,Large,Industrial Goods and Services,United Kingdom,2019,0,1370.307125,19265.0,4.062,1363.524,607.961,0.9950499235709658,0.002964298970568368
Össur hf,OSSR,2020,1,0,Large,Health Care,Iceland,2019,0,562.05625,25308.0,87.0,6.8,9.33,0.012098433208419976,0.15478877781360853
Össur hf,OSSR,2021,1,0,Large,Health Care,Iceland,2019,1,641.66875,25560.0,92.0,2.2,9.97,0.003428560296882153,0.1433761578696173
Össur hf,OSSR,2022,1,0,Large,Health Care,Iceland,2019,0,682.7795032,33695.99997,124.0,6.95,10.83,0.010178981600102608,0.18161060696585948
Össur hf,OSSR,2019,1,0,Large,Health Care,Iceland,2019,1,612.5,66780.0,95.4,3.96,7.1,0.006465306122448979,0.15575510204081633
HB Grandi hf,GRND,2020,0,1,Mid,Consumer Goods and Services,Iceland,2020,0,242.438,1091673.011,630.633,120.863,897.3,0.4985315833326459,2.601213506133527
Marel hf,MAREL,2020,1,0,Large,Industrial Goods and Services,Iceland,2019,0,1237.8,177120.0,,10.84,4.519,0.008757472935853935,
Marel hf,MAREL,2019,1,0,Large,Industrial Goods and Services,Iceland,2019,1,1283.7,178200.0,,7287.0,12313.0,5.676559943912129,
VÍS - Vátryggingafélag Íslands hf,VIS,2019,0,1,Mid,Finance,Iceland,2019,0,193.011,755424.0,,0.05,0.14,0.0002590525928574019,
VÍS - Vátryggingafélag Íslands hf,VIS,2020,0,1,Mid,Finance,Iceland,2019,0,200.0996825,,,,,,
VÍS - Vátryggingafélag Íslands hf,VIS,2021,0,1,Mid,Finance,Iceland,2019,0,226.1125877,,,,,,
VÍS - Vátryggingafélag Íslands hf,VIS,2022,0,1,Mid,Finance,Iceland,2019,0,174.2731794,6986.88,38.531,0.0355,0.1428,0.00020370317522307163,0.2210954097047936
Icelandair Group hf,ICEAIR,2020,1,0,Mid,Consumer Goods and Services,Iceland,2019,0,387.1348214,5395991.922,330.923,355.993,0.174,0.9195582012297899,0.8548003995178719
Icelandair Group hf,ICEAIR,2019,1,0,Mid,Consumer Goods and Services,Iceland,2019,0,1343.299107,20181701.96,908788.0,1341.611,695.0,0.9987433126463026,676.5343587770285
Eimskipafélag Íslands hf,EIM,2019,1,0,Mid,Industrial Goods and Services,Iceland,2019,1,679.594,3546552.463,250.101,257.6628,0.4017,0.379142252580217,0.3680153150263245
Eimskipafélag Íslands hf,EIM,2020,1,0,Mid,Industrial Goods and Services,Iceland,2019,0,667.256,3939708.193,262.285,279.7412,0.3161,0.419241190787344,0.393080017264738
Hagar hf,HAGA,2022,1,0,Mid,Consumer Goods and Services,Iceland,2019,0,1138.838672,227600.0496,864.709,1.3753,2.7798,0.0012076337358519205,0.7592901622153554
Hagar hf,HAGA,2019,1,0,Mid,Consumer Goods and Services,Iceland,2019,0,859.0402362,244986.1056,898909.0,1.4857,2.9959,0.0017294882560705833,1046.4108223572405
Reitir fasteignafélag hf,REITIR,2020,0,1,Mid,Finance,Iceland,2019,0,78.88519749,18563.058,94.146,0.0401,0.0278,0.0005083336452961703,1.1934558446397319
Reitir fasteignafélag hf,REITIR,2019,0,1,Mid,Finance,Iceland,2019,0,86.5485419,2658.762,46.103,0.0283,0.0332,0.0003269841337442566,0.5326837285516418
N1 hf,FESTI,2020,1,0,Mid,Consumer Goods and Services,Iceland,2020,0,649.0808416,171126.3708,608.406,0.8973,0.7698,0.0013824163994551645,0.9373347062598003
Eik fasteignafélag hf.,EIK,2019,0,1,Mid,Finance,Iceland,2019,1,63.90550018,231937.8372,1499469.0,0.0839,0.7147,0.0013128760398351052,23463.848898396966
Reginn hf.,REGINN,2019,0,1,Mid,Other,Iceland,2019,0,68.40900701,158574.4092,585.008,0.4727,,0.006909908806758457,8.551622448115404
Síminn hf.,SIMINN,2019,0,0,Mid,Other,Iceland,2019,0,208.9996309,,,,,,
Arion Banki hf.,ARION,2020,0,1,Large,Finance,Iceland,2019,0,230.0332226,31802.2164,142.125,0.1182,0.34915,0.0005138388214711731,0.617845537238498
Ölgerðin hf.,OLGERD,2022,0,1,Mid,Consumer Goods and Services,Iceland,2022,0,270.2264116,87363.7344,383.167,1.117,13.52173,0.0041335707837967675,1.4179480004611065
Nova Klubburinn,NOVA,2022,0,1,Mid,Other,Iceland,2022,0,87.46940714,,15.631,0.098,0.051,0.0011203917255680625,0.17870248022810595
Shelf Drilling Ltd,SHLFO,2020,1,0,Mid,Energy and Utilities,United Arab Emirates,2020,0,522.4785714,372729.069,,259.833,34.949,0.4973084337291924,
Siem Offshore Inc.,SIOFF,2019,1,0,Large,Energy and Utilities,Cayman Islands,2019,0,260.6057906,,,,,,
Siem Offshore Inc.,SIOFF,2020,1,0,Large,Energy and Utilities,Cayman Islands,2019,0,218.6098214,,,,,,
Siem Offshore Inc.,SIOFF,2022,0,1,Large,Energy and Utilities,Cayman Islands,2019,0,260.4875027,3732721.0,,265.04203,2.6094,1.0174846288316772,
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2021,1,0,Large,Other,United States,2019,1,1367.975893,,,2590.041,,1.89333818911091,
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2020,0,0,Large,Other,United States,2019,0,553.3883929,,,,,,
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2019,1,0,Large,Other,United States,2019,0,9777.375893,,,4834768000.0,,494485.23334992124,
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2022,1,0,Large,Other,United States,2019,0,8395.187079,29672388.0,,4990.009,,0.5943892557775365,
Subsea 7 S.A.,SUBC,2019,1,0,Large,Energy and Utilities,Luxembourg,2019,0,3264.821429,,,443.2,26.87,0.13575015039513205,
